CALLERTYPE,DATECANCELLED,DATEINVTDONE,DATETIMECLOSED,DATETIMEINIT,DESCRIPTION,NEIGHBORHOOD,PRJCOMPLETEDATE,PROBADDRESS,PROBADDTYPE,PROBCITY,PROBLEMCODE,PROBZIP,REQUESTID,SRX,SRY,STATUS,SUBMITTO,WARD
FIRE STATION,NA,2018-01-17 12:40:28.093,2018-01-17 12:40:28.093,2018-01-02 08:59:02.377,DOOR REPAIR,NA,2018-01-23 00:00:00.0,3238 DR. M.L. KING DRIVE,B,ST. LOUIS,DOOR REPAIR,63106,1049353,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-02 09:55:07.0,2018-01-02 10:01:18.743,2018-01-02 08:59:40.977,Did not get cart,31,2018-01-09 00:00:00.0,2921 PARK AVE,B,NA,Did not get cart,NA,1049354,898174.68,1014659.67,CLOSED,"REFUSE,",6
WEB,NA,2018-01-16 16:38:00.0,2018-04-02 16:42:23.743,2018-01-02 09:03:49.0,Over 4 Pets,NA,2018-01-22 00:00:00.0,4139 NEBRASKA AV,A,NA,Over 4 Pets,NA,1049355,895835.699,1000319.559,CLOSED,"ANIMAL CARE,",20
PHONE,NA,2018-01-08 15:07:20.0,2018-01-08 15:10:26.967,2018-01-02 09:04:04.723,Ppty Maint Code-Ext,5,2018-01-22 00:00:00.0,4321 BATES ST,B,NA,Ppty Maint Code-Ext,NA,1049356,886079.343,998960.442,CLOSED,"BUILDING DIV,",13
PHONE,NA,2018-02-13 10:51:00.0,2018-03-26 10:55:32.78,2018-01-02 09:06:18.587,Dangerous Animal,5,2018-01-09 00:00:00.0,4321 BATES ST,B,NA,Dangerous Animal,NA,1049357,886079.343,998960.442,CLOSED,"ANIMAL CARE,",13
GARAGE,NA,2018-01-24 11:20:30.957,2018-01-24 11:20:30.957,2018-01-02 09:06:27.447,CLOGGED DRAIN,NA,2018-02-05 00:00:00.0,4100 S. 1ST,B,ST. LOUIS,CLOGGED DRAIN,63111,1049358,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-23 15:42:21.0,2018-01-23 15:42:38.303,2018-01-02 09:09:04.053,WTR-COMING-UP,NA,2018-01-15 00:00:00.0,1251 bayard,B,NA,WTR-COMING-UP,NA,1049359,NA,NA,CLOSED,"WATER DIV,",NA
NA,NA,2018-03-20 12:39:17.197,2018-03-20 12:39:17.197,2018-01-02 09:12:30.76,BOILER/FURNACE/RADIATOR,NA,2018-01-09 00:00:00.0,4100 S. 1ST,B,NA,BOILER/FURNACE/RADIA,NA,1049360,NA,NA,CLOSED,"FACILITIES MGMT,",NA
TWITTER,NA,2018-01-02 12:32:10.717,2018-01-02 12:32:10.717,2018-01-02 09:12:35.587,Cntnr overflow/bulky,29,2018-01-05 00:00:00.0,3680 MCREE AVE,B,NA,Cntnr overflow/bulky,NA,1049361,893901.084,1013995.468,CLOSED,"REFUSE,",19
TWITTER,NA,2018-01-09 07:41:00.0,2018-03-08 07:42:20.767,2018-01-02 09:14:33.473,"Raw Garbage, Ext",29,2018-01-22 00:00:00.0,3680 MCREE AVE,B,NA,"Raw Garbage, Ext",NA,1049362,893901.084,1013995.468,CLOSED,"VECTOR CNTRL,",19
PHONE,NA,NA,NA,2018-01-02 09:15:32.65,Insufficient Heat,37,2018-01-11 00:00:00.0,2908 MARKET ST,B,NA,Insufficient Heat,NA,1049363,899612.902,1018640.318,Disptch,"COMM SANITATION,",6
PHONE,NA,2018-01-02 15:29:20.82,2018-01-02 15:29:20.82,2018-01-02 09:17:35.877,Whole block lights out,19,2018-01-04 00:00:00.0,S JEFFERSON AVE & WINNEBAGO ST,B,NA,Whole Blk Lights Out,NA,1049364,898359.15,1003028.237,CLOSED,"TRAFFIC DIVISION, 511",20
PHONE,NA,2018-03-12 10:36:16.607,2018-03-12 10:36:16.607,2018-01-02 09:17:48.813,BOILER/FURNACE/RADIATOR,NA,2018-01-09 00:00:00.0,1915 OLIVE,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1049365,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-06 10:55:07.833,2018-01-06 10:55:07.833,2018-01-02 09:20:09.697,Cntnr overflow/bulky,69,2018-01-05 00:00:00.0,4882 LEE AVE,B,NA,Cntnr overflow/bulky,NA,1049366,892946.324,1036280.867,CLOSED,"REFUSE,",1
WEB,NA,2018-01-04 15:42:13.437,2018-01-04 15:42:13.437,2018-01-02 09:20:13.0,Snow/Ice - Residnl,18,2018-01-08 00:00:00.0,2217 ALBERTA ST,A,NA,Snow/Ice - Residnl,NA,1049367,898581.135,1001413.686,CLOSED,"STREET DIVISION, 514",20
PHONE,NA,2018-01-23 14:44:36.0,2018-01-23 14:46:16.977,2018-01-02 09:21:52.78,WTR-COMING-UP,19,2018-01-15 00:00:00.0,3617 LOUISIANA AVE,B,NA,WTR-COMING-UP,NA,1049368,894429.238,1004121.222,CLOSED,"WATER DIV,",20
PHONE,NA,2018-01-04 08:28:54.0,2018-01-09 10:14:39.1,2018-01-02 09:22:05.87,Cntnr blocking,25,2018-01-05 00:00:00.0,3442 SIDNEY ST,B,NA,Cntnr blocking,NA,1049369,895025.445,1010130.58,CLOSED,"REFUSE,",6
PHONE,NA,2018-01-04 08:32:36.0,2018-01-04 08:32:59.683,2018-01-02 09:22:58.593,Foreman cntct citizn,25,2018-01-05 00:00:00.0,3442 SIDNEY ST,B,NA,Foreman cntct citizn,NA,1049370,895025.445,1010130.58,CLOSED,"REFUSE,",6
ADMIN BUILDING,NA,2018-01-16 08:00:41.627,2018-01-16 08:00:41.627,2018-01-02 09:23:10.34,BREAKER TRIPPED,NA,2018-01-04 00:00:00.0,1421 N. JEFFERSON,B,ST. LOUIS,BREAKER,63106,1049371,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-24 07:28:03.97,2018-01-24 07:28:03.97,2018-01-02 09:23:47.54,BOILER/FURNACE/RADIATOR,NA,2018-01-09 00:00:00.0,1915 OLIVE,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1049372,NA,NA,CLOSED,"FACILITIES MGMT,",NA
ADMIN BUILDING,NA,2018-01-17 11:13:58.787,2018-01-17 11:13:58.787,2018-01-02 09:26:42.84,OVERHEAD DOOR REPAIRS,NA,2018-01-04 00:00:00.0,1415 N. 13TH,B,ST. LOUIS,OVERHEAD DOOR,63106,1049373,NA,NA,CLOSED,"FACILITIES MGMT,",NA
NA,NA,2018-01-16 07:59:51.33,2018-01-16 07:59:51.33,2018-01-02 09:27:00.997,BREAKER TRIPPED,NA,2018-01-04 00:00:00.0,919 N. JEFFERSON,B,ST. LOUIS,BREAKER,63106,1049374,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-02 14:38:13.0,2018-01-02 14:38:17.087,2018-01-02 09:29:45.057,Move container,5,2018-01-09 00:00:00.0,4539 ADKINS AVE,B,NA,Move container,NA,1049375,888421.778,1001531.395,CLOSED,"REFUSE,",14
TWITTER,NA,2018-01-05 16:13:17.0,2018-01-05 16:13:40.467,2018-01-02 09:30:39.89,WTR-COMING-UP,9,2018-01-15 00:00:00.0,3647 CHILDRESS AVE,B,NA,WTR-COMING-UP,NA,1049376,877348.438,1005939.743,CLOSED,"WATER DIV,",23
TWITTER,NA,2018-01-05 15:49:49.503,2018-01-05 15:49:49.503,2018-01-02 09:31:52.53,Snow/Ice - Residnl,9,2018-01-08 00:00:00.0,3647 CHILDRESS AVE,B,NA,Snow/Ice - Residnl,NA,1049377,877348.438,1005939.743,CLOSED,"STREET DIVISION, 514",23
ADMIN BUILDING,NA,2018-02-27 08:05:59.74,2018-02-27 08:05:59.74,2018-01-02 09:35:25.373,BOILER/FURNACE/RADIATOR,NA,2018-01-09 00:00:00.0,1114 MARKET,B,ST. LOUIS,BOILER/FURNACE/RADIA,63101,1049378,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-23 14:25:31.893,2018-01-23 14:25:31.893,2018-01-02 09:36:42.453,BOILER/FURNACE/RADIATOR,NA,2018-01-09 00:00:00.0,1200 CLARK,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1049379,NA,NA,CLOSED,"FACILITIES MGMT,",NA
ADMIN BUILDING,NA,2018-01-24 07:33:27.303,2018-01-24 07:33:27.303,2018-01-02 09:37:08.5,BOILER/FURNACE/RADIATOR,NA,2018-01-09 00:00:00.0,920 N. VANDEVENTER,B,ST. LOUIS,BOILER/FURNACE/RADIA,63108,1049380,NA,NA,CLOSED,"FACILITIES MGMT,",NA
WEB,NA,2018-01-02 13:35:50.0,2018-02-13 09:26:27.29,2018-01-02 09:37:49.0,Sunshine Request,NA,2018-01-05 00:00:00.0,NA,A,NA,Sunshine Request,NA,1049381,1,1,CLOSED,"Sunshine Law Coordinator,",NA
PHONE,NA,2018-01-02 12:30:07.527,2018-01-02 12:30:07.527,2018-01-02 09:39:26.813,Cntnr overflow/bulky,39,2018-01-05 00:00:00.0,1091 S TAYLOR AVE,B,NA,Cntnr overflow/bulky,NA,1049382,888307.595,1017603.056,CLOSED,"REFUSE,",17
PHONE,NA,2018-01-02 12:33:24.637,2018-01-02 12:33:24.637,2018-01-02 09:45:01.22,Cntnr blocking,39,2018-01-05 00:00:00.0,4317 NORFOLK AVE,B,NA,Cntnr blocking,NA,1049383,889555.015,1016642.678,CLOSED,"REFUSE,",17
PHONE,NA,2018-01-02 12:31:29.653,2018-01-02 12:31:29.653,2018-01-02 09:45:48.613,Misc-Refuse Div,41,2018-01-11 00:00:00.0,5749 MANCHESTER AVE,B,NA,Misc-Refuse Div,NA,1049384,882115.494,1015789.433,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-02 14:39:08.0,2018-01-02 14:39:11.753,2018-01-02 09:49:15.177,Misc-Refuse Div,8,2018-01-11 00:00:00.0,6370 LANSDOWNE AVE,B,NA,Misc-Refuse Div,NA,1049385,877427.157,1003759.886,CLOSED,"REFUSE,",16
PHONE,NA,2018-01-19 14:28:20.49,2018-01-19 14:28:20.49,2018-01-02 09:51:55.007,Not enough cntnrs,71,2018-01-09 00:00:00.0,4758 W FLORISSANT AVE,B,NA,Not enough cntnrs,NA,1049386,896136.88,1039535.763,CLOSED,"REFUSE,",1
PHONE,NA,2018-01-02 10:37:31.0,2018-01-02 11:26:32.63,2018-01-02 09:53:13.943,Signal Stuck,82,2018-01-05 00:00:00.0,LACLEDE AVE & N KINGSHIGHWAY BLVD,B,NA,Signal Stuck,NA,1049387,887203.891,1022329.248,CLOSED,"TRAFFIC DIVISION, 511",17
TWITTER,NA,2018-01-09 12:12:06.17,2018-01-09 12:12:06.17,2018-01-02 09:53:47.647,Single street light out,74,2018-01-05 00:00:00.0,1101 MCLARAN AVE,B,NA,Single Light Out,NA,1049388,895994.877,1049497.596,CLOSED,"TRAFFIC DIVISION, 511",2
PHONE,NA,2018-05-18 12:24:34.637,2018-05-18 12:24:34.637,2018-01-02 09:55:24.71,Vehicle-Rt of Way,48,2018-01-22 00:00:00.0,5628 CLEMENS AVE,B,NA,Vehicle-Rt of Way,NA,1049389,882187.547,1027729.069,CLOSED,"TREAS PRKG SVC,",26
WEB,NA,2018-01-03 12:58:19.0,2018-01-12 10:19:29.753,2018-01-02 09:57:45.0,Hole-bottom of cont,39,2018-01-11 00:00:00.0,4240 HUNT AVE,A,NA,Hole-bottom of cont,NA,1049390,890027.01,1015889.964,CLOSED,"REFUSE,",17
PHONE,NA,2018-05-18 12:24:59.42,2018-05-18 12:24:59.42,2018-01-02 09:58:37.43,Vehicle-Rt of Way,48,2018-01-22 00:00:00.0,CLEMENS AVE & CLARA AVE,B,NA,Vehicle-Rt of Way,NA,1049391,882514.625,1027810.225,CLOSED,"TREAS PRKG SVC,",26
EMAIL,NA,2018-01-02 09:59:00.0,2018-04-12 10:44:52.97,2018-01-02 09:58:54.463,Sunshine Request,NA,2018-01-05 00:00:00.0,2335-37 S. Kingshighway Blvd.,B,St. Louis,Sunshine Request,63110,1049392,NA,NA,CLOSED,"Sunshine Law Coordinator,",NA
PHONE,NA,NA,NA,2018-01-02 10:00:45.853,Insufficient Heat,16,2018-01-11 00:00:00.0,3632 ALBERTA ST,B,NA,Insufficient Heat,NA,1049393,892752.149,1001988.421,Disptch,"COMM SANITATION,",25
NA,NA,2018-01-16 09:18:48.137,2018-01-16 09:18:48.137,2018-01-02 10:01:32.62,Impropr resdnt displ,1,2018-01-16 00:00:00.0,5516 LOUISIANA AVE,B,NA,Impropr resdnt displ,NA,1049394,891318.39,995790.972,CLOSED,"TRASH TASK FRC,",13
PHONE,NA,2018-01-06 10:56:22.43,2018-01-06 10:56:22.43,2018-01-02 10:02:53.283,Cntnr overflow/bulky,69,2018-01-05 00:00:00.0,4800 KOSSUTH AVE,B,NA,Cntnr overflow/bulky,NA,1049395,893557.375,1035653.257,CLOSED,"REFUSE,",21
TWITTER,NA,2018-01-23 11:28:54.0,2018-01-23 11:29:57.38,2018-01-02 10:05:00.43,WTR-COMING-UP,73,2018-01-15 00:00:00.0,GOODFELLOW BLVD & W FLORISSANT AVE,B,NA,WTR-COMING-UP,NA,1049396,890113.127,1048598.885,CLOSED,"WATER DIV,",27
TWITTER,NA,2018-01-05 16:12:23.0,2018-01-05 16:12:55.573,2018-01-02 10:12:00.01,WTR-COMING-UP,50,2018-01-15 00:00:00.0,GOODFELLOW BLVD & WABADA AVE,B,NA,WTR-COMING-UP,NA,1049397,883797.468,1034778.037,CLOSED,"WATER DIV,",22
PHONE,NA,2018-01-02 14:47:11.0,2018-02-05 10:01:57.697,2018-01-02 10:12:35.417,Vehicle Towing,23,2018-01-09 00:00:00.0,2336 RUSSELL BLVD,B,NA,Vehicle Towing,NA,1049398,899833,1011310.752,CLOSED,"STREET DEPT, 510",7
TWITTER,NA,2018-01-03 11:12:50.073,2018-01-03 11:12:50.073,2018-01-02 10:13:48.743,Snow/Ice - Major St,50,2018-01-03 00:00:00.0,GOODFELLOW BLVD & WABADA AVE,B,NA,Snow/Ice - Major St,NA,1049399,883797.468,1034778.037,CLOSED,"STREET DIVISION, 514",22
NA,NA,2018-04-18 13:33:31.71,2018-04-18 13:33:31.71,2018-01-02 10:15:04.257,BREAKER TRIPPED,NA,2018-01-04 00:00:00.0,1520 MARKET,B,ST. LOUIS,BREAKER,63103,1049400,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-02 10:20:47.0,2018-02-02 08:44:58.213,2018-01-02 10:20:24.637,Sewer Lateral Defect,5,2018-01-16 00:00:00.0,4419 WALLACE ST,B,NA,Sewer Lateral Defect,NA,1049401,885888.858,1001372.597,CLOSED,"STREET DEPT, 510",14
PHONE,NA,2018-01-09 07:27:00.0,2018-01-11 07:28:36.207,2018-01-02 10:20:33.513,"Mice Infstation, Int",1,2018-01-22 00:00:00.0,6306 LOUISIANA AVE,B,NA,"Mice Infstation, Int",NA,1049402,889790.097,993646.422,CLOSED,"COMM SANITATION,",11
PHONE,NA,2018-01-23 15:29:34.0,2018-01-23 15:29:37.52,2018-01-02 10:24:00.56,WTR-COMING-UP,2,2018-01-15 00:00:00.0,223 E SCHIRMER ST,B,NA,WTR-COMING-UP,NA,1049403,889742.749,987675.585,CLOSED,"WATER DIV,",11
PHONE,NA,2018-01-05 15:50:53.163,2018-01-05 15:50:53.163,2018-01-02 10:24:42.313,Snow/Ice - Residnl,2,2018-01-08 00:00:00.0,223 E SCHIRMER ST,B,NA,Snow/Ice - Residnl,NA,1049404,889742.749,987675.585,CLOSED,"STREET DIVISION, 514",11
PHONE,NA,2018-01-04 07:57:00.0,2018-03-09 07:58:11.607,2018-01-02 10:25:11.953,"Unsanitary Pets, Ext",19,2018-01-22 00:00:00.0,3401 WINNEBAGO ST,B,NA,"Unsanitary Pets, Ext",NA,1049405,894415.576,1003739.715,CLOSED,"VECTOR CNTRL,",20
PHONE,NA,2018-03-08 11:50:20.31,2018-03-08 11:50:20.31,2018-01-02 10:30:07.467,Lead Insp,5,2018-02-13 00:00:00.0,5700 GOENER AVE,B,NA,Lead Insp,NA,1049406,885222.104,998857.643,CLOSED,"BLDG LEAD INSP,",13
PHONE,NA,2018-01-04 08:33:15.0,2018-01-04 08:33:28.987,2018-01-02 10:30:40.43,Cntnr overflow/bulky,15,2018-01-05 00:00:00.0,4111 HARTFORD ST,B,NA,Cntnr overflow/bulky,NA,1049407,890017.756,1008632.321,CLOSED,"REFUSE,",15
WEB,NA,2018-01-23 11:25:17.0,2018-01-23 11:25:20.22,2018-01-02 10:33:44.0,WTR-VACANT-BLDG,65,2018-01-15 00:00:00.0,4020 N FLORISSANT AVE,A,NA,WTR-VACANT-BLDG,NA,1049408,903946.669,1030582.062,CLOSED,"WATER DIV,",3
PHONE,NA,2018-01-02 10:35:24.41,2018-01-02 10:35:24.41,2018-01-02 10:35:01.87,Signals Flashing,27,2018-01-10 00:00:00.0,TOWER GROVE AVE & SHAW AVE,B,NA,Signals Flashing,NA,1049409,889816.474,1013476.428,CLOSED,"TRAFFIC DIVISION, 511",8
ADMIN BUILDING,NA,2018-01-26 13:40:53.47,2018-01-26 13:40:53.47,2018-01-02 10:35:19.173,OPERATING COSTS,NA,2019-05-13 00:00:00.0,1415 N. 13TH,B,ST. LOUIS,OPERATING COSTS,63106,1049410,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-03-29 07:09:51.29,2018-03-29 07:09:51.29,2018-01-02 10:35:19.487,FLOOR/WALL/CEILING REPAIRS,NA,2018-02-13 00:00:00.0,1211 N TUCKER,B,ST. LOUIS,FLOOR/WALL/CEILING,63101,1049411,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-23 08:58:51.0,2018-01-23 09:01:37.46,2018-01-02 10:37:01.47,Illegl Use-Opn Storg,27,2018-01-22 00:00:00.0,4007 SHAW AVE,B,NA,Illegl Use-Opn Storg,NA,1049412,892143.254,1013331.753,CLOSED,"BUILDING DIV,",8
PHONE,NA,NA,NA,2018-01-02 10:37:42.623,Insufficient Heat,19,2018-01-11 00:00:00.0,3458 OHIO AVE,B,NA,Insufficient Heat,NA,1049413,898015.273,1004469.21,Disptch,"COMM SANITATION,",20
PHONE,NA,2018-01-23 13:20:26.0,2018-01-23 13:22:25.903,2018-01-02 10:39:11.62,WTR-COMING-UP,53,2018-01-15 00:00:00.0,1243 BAYARD AVE,B,NA,WTR-COMING-UP,NA,1049414,889243.7,1028715.508,CLOSED,"WATER DIV,",18
PHONE,NA,2018-01-05 15:44:53.02,2018-01-05 15:44:53.02,2018-01-02 10:40:07.86,Snow/Ice - Residnl,53,2018-01-08 00:00:00.0,1243 BAYARD AVE,B,NA,Snow/Ice - Residnl,NA,1049415,889243.7,1028715.508,CLOSED,"STREET DIVISION, 514",18
PHONE,NA,2018-01-04 07:52:00.0,2018-03-09 07:53:41.023,2018-01-02 10:46:18.277,"Comml Dumpster, Ext",36,2018-01-22 00:00:00.0,1916 LUCAS AVE,B,NA,"Comml Dumpster, Ext",NA,1049416,903932.821,1019897.121,CLOSED,"VECTOR CNTRL,",19
PHONE,NA,NA,NA,2018-01-02 10:48:38.46,BOILER/FURNACE/RADIATOR,NA,2018-01-09 00:00:00.0,920 N. VADEVENTER,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1049417,NA,NA,Disptch,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-22 09:06:48.0,2018-01-22 09:08:44.233,2018-01-02 10:49:15.93,Privt Hauler Cnfirmd,14,2018-01-11 00:00:00.0,5816-5845 LINDENWOOD AVE,B,NA,Privt Hauler Cnfirmd,63109,1049418,879600.765,1005147.447,CLOSED,"REFUSE,",23
WEB,NA,2018-01-04 15:45:20.4,2018-01-04 15:45:20.4,2018-01-02 10:49:49.0,Snow/Ice - Residnl,14,2018-01-08 00:00:00.0,VOERSTER AVE & FYLER AVE,B,NA,Snow/Ice - Residnl,NA,1049419,882147.193,1007779.798,CLOSED,"STREET DIVISION, 514",23
ADMIN BUILDING,NA,2018-01-24 11:29:32.617,2018-01-24 11:29:32.617,2018-01-02 10:49:51.26,BOILER/FURNACE/RADIATOR,NA,2018-01-09 00:00:00.0,1421 N. JEFFERSON,B,ST. LOUIS,BOILER/FURNACE/RADIA,63106,1049420,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-03 08:21:46.0,2018-01-03 08:16:22.487,2018-01-02 10:50:33.103,Misc-Street Dept,66,2018-01-22 00:00:00.0,N 20TH ST & OBEAR AVE,B,NA,Misc-Street Dept,NA,1049421,903223.058,1033401.571,CLOSED,"STREET DEPT, 510",3
PHONE,NA,2018-01-02 12:54:58.0,2018-01-02 12:55:20.573,2018-01-02 10:51:13.267,Ovrflwng littr barel,2,2018-01-05 00:00:00.0,7401 S BROADWAY,B,NA,Ovrflwng littr barel,NA,1049422,889797.118,988823.3,CLOSED,"REFUSE,",11
PHONE,2018-01-02 11:32:18.0,NA,NA,2018-01-02 10:53:14.597,BOILER/FURNACE/RADIATOR,NA,2018-01-09 00:00:00.0,1520 MARKET,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1049423,NA,NA,CANCEL,"FACILITIES MGMT,",NA
PHONE,NA,NA,NA,2018-01-02 10:53:47.387,Stray Dog At Large,72,2018-01-22 00:00:00.0,5045 PLOVER AVE,B,NA,Stray Dog At Large,NA,1049424,890786.79,1042990.618,Disptch,"ANIMAL CARE,",27
WEB,NA,2018-01-02 15:08:36.537,2018-01-02 15:08:36.537,2018-01-02 10:57:37.0,Excavation Application,NA,2018-02-13 00:00:00.0,8501 S BROADWAY,A,NA,PmtApp_Excavation,NA,1049425,887261.241,985968.361,CLOSED,"STREET PERMITS,",NA
PHONE,NA,2018-01-02 12:35:36.047,2018-01-02 12:35:36.047,2018-01-02 10:58:36.047,Misc-Refuse Div,46,2018-01-11 00:00:00.0,6124 WATERMAN BLVD,B,NA,Misc-Refuse Div,NA,1049426,877940.279,1025714.942,CLOSED,"REFUSE,",28
PHONE,NA,2018-01-02 17:37:00.0,2018-01-05 17:38:26.637,2018-01-02 10:59:13.76,"No Water Supply, Int",38,2018-01-04 00:00:00.0,212 N KINGSHIGHWAY BLVD,B,NA,"No Water Supply, Int",NA,1049427,887713.913,1023511.502,CLOSED,"COMM SANITATION,",28
WEB,NA,2018-01-03 09:53:05.667,2018-01-03 09:53:05.667,2018-01-02 11:00:11.0,Blocking Application,19,2018-02-13 00:00:00.0,3453 OREGON AVE,B,NA,PmtApp_Blocking,NA,1049428,896862.466,1004690.906,CLOSED,"STREET PERMITS,",20
PHONE,NA,2018-01-03 09:43:30.703,2018-01-03 09:43:30.703,2018-01-02 11:01:59.43,Whole block lights out,14,2018-01-04 00:00:00.0,5500 LINDENWOOD AVE,B,NA,Whole Blk Lights Out,NA,1049429,881389.522,1004913.078,CLOSED,"TRAFFIC DIVISION, 511",23
ADMIN BUILDING,NA,2018-04-18 13:35:14.727,2018-04-18 13:35:14.727,2018-01-02 11:02:23.493,BOILER/FURNACE/RADIATOR,NA,2018-01-09 00:00:00.0,1200 MARKET,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1049430,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-02 11:03:26.0,2018-02-09 08:32:48.587,2018-01-02 11:03:21.623,Privt Hauler Cnfirmd,14,2018-01-11 00:00:00.0,3446 - 3457 LAWN AVE,B,NA,Privt Hauler Cnfirmd,63139,1049431,885419.277,1006064.317,CLOSED,"REFUSE,",10
PHONE,NA,2018-01-03 00:00:00.0,2018-01-11 15:13:08.467,2018-01-02 11:04:11.787,LRA Board up,78,2018-02-13 00:00:00.0,1330 GOODFELLOW BLVD,B,NA,LRA Board up,NA,1049432,882371.603,1032009.659,CLOSED,"LRA,",22
PHONE,NA,2018-01-02 11:12:32.0,2018-02-09 10:52:08.703,2018-01-02 11:11:21.387,Privt Hauler Cnfirmd,14,2018-01-11 00:00:00.0,3539 LAWN AVE,B,ST LOUIS,Privt Hauler Cnfirmd,63139,1049433,885118.246,1005484.122,CLOSED,"REFUSE,",10
PHONE,NA,2018-01-06 10:59:38.08,2018-01-06 10:59:38.08,2018-01-02 11:13:31.16,Cntnr overflow/bulky,69,2018-01-05 00:00:00.0,4559 DRYDEN AVE,B,NA,Cntnr overflow/bulky,NA,1049434,897099.718,1037354.694,CLOSED,"REFUSE,",21
PHONE,NA,2018-07-24 15:34:40.693,2018-07-24 15:34:40.693,2018-01-02 11:16:10.393,Vehicle-Rt of Way,25,2018-01-22 00:00:00.0,3007 S COMPTON AVE,B,NA,Vehicle-Rt of Way,NA,1049435,895771.536,1008366.461,CLOSED,"TREAS PRKG SVC,",6
PHONE,NA,2018-01-05 11:40:47.207,2018-01-05 11:40:47.207,2018-01-02 11:26:50.73,Foreman cntct citizn,72,2018-01-05 00:00:00.0,5438 GILMORE AVE,B,NA,Foreman cntct citizn,NA,1049437,891540.047,1044570.129,CLOSED,"REFUSE,",27
ADMIN BUILDING,NA,NA,NA,2018-01-02 11:26:53.137,BOILER/FURNACE/RADIATOR,NA,2018-01-09 00:00:00.0,1200 MARKET,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1049438,NA,NA,Disptch,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-02 14:20:30.0,2018-02-02 08:46:04.987,2018-01-02 11:31:43.27,Sewer Lateral Defect,8,2018-01-16 00:00:00.0,5806 WALSH ST,B,ST LOUIS,Sewer Lateral Defect,63111,1049439,879236.575,1001236.708,CLOSED,"STREET DEPT, 510",16
WEB,NA,2018-01-05 16:11:52.0,2018-01-05 16:12:10.46,2018-01-02 11:33:05.0,WTR-COMING-UP,4,2018-01-15 00:00:00.0,4337 SUNSHINE DR,A,NA,WTR-COMING-UP,NA,1049440,882690.211,994213.851,CLOSED,"WATER DIV,",12
WEB,NA,2018-01-05 16:15:21.0,2018-01-05 16:15:34.88,2018-01-02 11:36:44.0,WTR-COMING-UP,4,2018-01-15 00:00:00.0,FIELD AVE & UPTON ST,B,NA,WTR-COMING-UP,NA,1049441,885727.41,991924.725,CLOSED,"WATER DIV,",12
PHONE,NA,2018-01-02 15:33:03.0,2018-01-02 15:33:03.137,2018-01-02 11:44:26.41,Single street light out,31,2018-01-05 00:00:00.0,S GRAND AVE & LAFAYETTE AVE,B,NA,Single Light Out,NA,1049442,894687.146,1013628.679,CLOSED,"TRAFFIC DIVISION, 511",19
TWITTER,NA,2018-01-02 12:34:54.187,2018-01-02 12:34:54.187,2018-01-02 11:44:40.8,Light Damaged,1,2018-01-09 00:00:00.0,IDAHO AVE & LOUGHBOROUGH AVE,B,NA,Light Damaged,NA,1049443,889227.737,991536.212,CLOSED,"TRAFFIC DIVISION, 511",11
NA,NA,2018-01-16 08:01:25.08,2018-01-16 08:01:25.08,2018-01-02 11:47:20.16,ALARM MALFUNCTION,NA,2018-01-04 00:00:00.0,1211 N TUCKER,B,ST. LOUIS,ALARM,63101,1049444,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-05 16:13:54.0,2018-01-05 16:15:03.47,2018-01-02 11:49:28.74,WTR-COMING-UP,14,2018-01-15 00:00:00.0,5400 PERNOD AVE,B,NA,WTR-COMING-UP,NA,1049445,882625.432,1005672.304,CLOSED,"WATER DIV,",23
PHONE,NA,NA,NA,2018-01-02 11:50:15.287,Vehicle-Rt of Way,2,2018-01-22 00:00:00.0,8409 MINNESOTA AVE,B,NA,Vehicle-Rt of Way,NA,1049446,886888.608,986618.316,Disptch,"TREAS PRKG SVC,",11
